"Shape Area","Type","Households","Quality Flags","name","GeoUID","CSD_UID","Population","CT_UID","Dwellings","CD_UID","CMA_UID","Region Name","Area (sq km)","v_CA21_10: Total - Age","v_CA21_9: Total - Age","v_CA21_8: Total - Age","v_CA21_601: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_646: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_645: Composition of total income in 2020 of the population aged 15 years and over in private households","v_CA21_600: Income statistics in 2020 for the population aged 15 years and over in private households","v_CA21_4873: Total - Visible minority for the population in private households","v_CA21_4874: Total - Visible minority for the population in private households","v_CA21_4918: Total - Ethnic or cultural origin for the population in private households","v_CA21_4919: Total - Ethnic or cultural origin for the population in private households","v_CA21_5800: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5801: Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households","v_CA21_5809: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5810: Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households","v_CA21_5818: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","v_CA21_5819: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households","Longitude","Latitude"
0.0608,"DA",206,"0","35250959","35250959","3525005",601,"5370051.00",233,"3525","35537","35250959",0.0608,290,315,605,210,100,100,190,220,235,225,230,190,210,160,150,190,210,-79.8401079065494,43.2496062573939
0.0578,"DA",207,"0","35250960","35250960","3525005",463,"5370051.00",232,"3525","35537","35250960",0.0578,220,245,465,185,100,100,160,190,225,185,225,160,185,105,115,160,185,-79.8393712713628,43.252523449478
0.0567,"DA",200,"0","35250961","35250961","3525005",445,"5370051.00",223,"3525","35537","35250961",0.0567,215,225,445,185,100,100,180,210,210,215,210,180,185,130,135,185,185,-79.8421002643578,43.2528870501749
0.1983,"DA",328,"0","35250962","35250962","3525005",701,"5370044.00",378,"3525","35537","35250962",0.1983,330,370,700,305,100,100,350,395,345,400,345,350,305,220,215,350,305,-79.9351644640401,43.2544740887287
0.5135,"DA",289,"0","35250964","35250964","3525005",624,"5370044.00",313,"3525","35537","35250964",0.5135,325,305,625,305,100,100,310,345,335,340,335,310,305,195,170,310,300,-79.9380026426354,43.2479870733019
0.125,"DA",191,"0","35250965","35250965","3525005",417,"5370044.00",218,"3525","35537","35250965",0.125,200,215,415,165,100,100,245,265,190,270,190,240,170,145,95,245,165,-79.9358431513784,43.2509334091794
0.3753,"DA",0,"0","35250966","35250966","3525005",53,"5370018.00",0,"3525","35537","35250966",0.3753,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8855554902814,43.2421053868471
0.4583,"DA",294,"0","35250967","35250967","3525005",1019,"5370016.00",310,"3525","35537","35250967",0.4583,570,450,1015,280,100,100,270,305,320,305,320,270,285,150,170,265,280,-79.9170764888708,43.2412410512477
0.1728,"DA",234,"0","35250968","35250968","3525005",645,"5370012.00",259,"3525","35537","35250968",0.1728,285,360,645,235,100,100,305,340,275,345,275,305,235,180,115,305,235,-79.8812362188979,43.2364806253156
0.1695,"DA",215,"0","35250969","35250969","3525005",608,"5370012.00",243,"3525","35537","35250969",0.1695,280,330,610,235,100,100,210,270,265,270,260,210,240,120,130,215,235,-79.8822128708383,43.2329778353227
0.0852,"DA",255,"0","35250970","35250970","3525005",561,"5370012.00",262,"3525","35537","35250970",0.0852,300,260,560,280,100,100,225,250,315,250,315,225,280,160,185,225,280,-79.883637784647,43.2302923842172
9.8362,"DA",151,"0","35250971","35250971","3525005",429,"5370080.01",158,"3525","35537","35250971",9.8362,205,225,425,210,100,100,205,245,230,245,235,205,210,135,120,205,210,-79.7335035878355,43.2012080798702
7.6824,"DA",162,"0","35250972","35250972","3525005",441,"5370080.01",165,"3525","35537","35250972",7.6824,215,225,440,200,100,100,200,240,235,240,235,200,200,115,125,200,200,-79.7512912270723,43.1846843912087
6.4844,"DA",158,"0","35250973","35250973","3525005",476,"5370080.01",167,"3525","35537","35250973",6.4844,235,240,480,185,100,100,195,225,235,225,235,195,185,110,140,190,185,-79.7335889690363,43.1723779807481
12.9296,"DA",157,"0","35250974","35250974","3525005",463,"5370080.01",162,"3525","35537","35250974",12.9296,220,245,465,165,100,100,205,255,180,260,185,205,170,125,100,205,165,-79.6969412408543,43.1774247063327
17.8588,"DA",151,"0","35250975","35250975","3525005",429,"5370080.01",162,"3525","35537","35250975",17.8588,205,225,425,190,100,100,180,225,240,230,235,180,190,115,120,175,190,-79.6647576863422,43.1754979805768
10.5464,"DA",115,"0","35250976","35250976","3525005",304,"5370101.02",119,"3525","35537","35250976",10.5464,145,155,300,110,100,100,150,165,130,170,130,145,110,80,50,150,110,-79.9049318058358,43.116502249621
4.0386,"DA",728,"0","35250978","35250978","3525005",2471,"5370101.04",732,"3525","35537","35250978",4.0386,1225,1245,2465,950,100,100,885,1235,1330,1235,1335,885,950,655,675,890,950,-79.9324166404359,43.1547003530695
9.6324,"DA",119,"0","35250980","35250980","3525005",297,"5370101.04",127,"3525","35537","35250980",9.6324,135,160,300,125,100,100,165,200,140,195,140,165,125,120,80,165,125,-79.9424738909898,43.1341377853503
0.6381,"DA",932,"0","35250981","35250981","3525005",2941,"5370002.08",943,"3525","35537","35250981",0.6381,1515,1425,2940,1065,100,100,1070,1375,1305,1375,1310,1070,1065,735,690,1070,1070,-79.9204625401049,43.2064114355675
0.1603,"DA",238,"0","35250982","35250982","3525005",339,"5370002.06",245,"3525","35537","35250982",0.1603,215,125,340,195,100,100,120,125,195,120,195,120,190,10,15,120,195,-79.9103272089709,43.2024786809017
0.1572,"DA",147,"0","35250983","35250983","3525005",423,"5370080.07",150,"3525","35537","35250983",0.1572,225,195,425,185,100,100,200,245,220,240,220,200,185,135,130,200,185,-79.7857150279956,43.1926315124235
0.4451,"DA",367,"0","35250985","35250985","3525005",1103,"5370080.06",369,"3525","35537","35250985",0.4451,550,550,1105,445,100,100,465,525,520,525,515,465,445,270,300,465,445,-79.7910014608458,43.1876409702714
1.0749,"DA",435,"0","35250986","35250986","3525005",1336,"5370133.01",441,"3525","35537","35250986",1.0749,675,660,1335,560,100,100,580,650,660,645,655,580,560,320,345,580,555,-79.9836363899741,43.2641951861973
0.5793,"DA",283,"0","35250987","35250987","3525005",746,"5370133.02",290,"3525","35537","35250987",0.5793,430,320,750,350,100,100,275,335,405,335,410,275,350,165,215,275,350,-79.9743855256388,43.266741105107
0.6614,"DA",404,"0","35250988","35250988","3525005",1322,"5370001.09",407,"3525","35537","35250988",0.6614,690,635,1320,485,100,100,470,585,615,590,615,470,485,300,360,470,490,-79.8675967471218,43.1934896476341
0.2931,"DA",342,"0","35250989","35250989","3525005",1091,"5370001.09",345,"3525","35537","35250989",0.2931,565,525,1090,435,100,100,365,505,545,500,550,365,435,235,325,365,440,-79.8578765611858,43.1910291985055
0.145,"DA",212,"0","35250990","35250990","3525005",554,"5370001.01",224,"3525","35537","35250990",0.145,300,255,555,235,100,100,190,280,285,280,280,190,235,120,140,190,235,-79.8319633662057,43.2052297161848
0.4109,"DA",220,"0","35250991","35250991","3525005",628,"5370001.01",221,"3525","35537","35250991",0.4109,325,305,625,265,100,100,225,245,325,245,325,225,265,130,145,225,265,-79.8238004802894,43.2014203763221
4.859,"DA",161,"0","35250992","35250992","3525005",521,"5370001.01",167,"3525","35537","35250992",4.859,250,275,520,205,100,100,235,290,250,290,250,235,200,165,155,235,200,-79.8283388722462,43.1929831195378
0.0892,"DA",54,"0","35250993","35250993","3525005",158,"5370003.01",55,"3525","35537","35250993",0.0892,80,80,155,70,NA,NA,40,45,80,50,75,40,70,25,40,40,70,-79.9258817912486,43.2399263483065
0.3111,"DA",390,"0","35250994","35250994","3525005",1229,"5370003.01",392,"3525","35537","35250994",0.3111,660,570,1230,495,100,100,410,505,580,500,585,410,495,250,300,410,495,-79.9218348627999,43.2379024952948
0.1276,"DA",866,"0","35250995","35250995","3525005",1891,"5370003.01",879,"3525","35537","35250995",0.1276,1035,860,1890,890,100,100,675,825,1005,830,1005,675,890,415,475,675,885,-79.9214919508289,43.2347648609113
0.4721,"DA",507,"0","35250996","35250996","3525005",1483,"5370101.03",512,"3525","35537","35250996",0.4721,765,720,1480,625,100,100,560,685,705,680,705,565,625,360,405,560,625,-79.927900238318,43.2023504800147
0.5752,"DA",550,"0","35250997","35250997","3525005",1111,"5370101.03",554,"3525","35537","35250997",0.5752,610,505,1110,555,100,100,440,470,585,470,590,445,550,105,140,445,555,-79.9205712086324,43.1998979198678
1.4912,"DA",212,"0","35250998","35250998","3525005",602,"5370124.00",221,"3525","35537","35250998",1.4912,315,285,605,255,100,100,235,280,295,285,295,235,255,130,140,240,255,-79.9560777893027,43.2384840068115
0.7392,"DA",386,"0","35250999","35250999","3525005",1133,"5370124.00",393,"3525","35537","35250999",0.7392,585,550,1130,500,100,100,415,490,625,495,625,415,500,240,270,410,500,-79.9650856149144,43.2324435640843
0.1173,"DA",105,"0","35251000","35251000","3525005",363,"5370002.07",106,"3525","35537","35251000",0.1173,175,185,365,185,100,100,205,215,200,215,200,210,185,130,130,210,185,-79.9193032393561,43.2100388424318
0.3115,"DA",170,"0","35251001","35251001","3525005",581,"5370002.07",172,"3525","35537","35251001",0.3115,280,305,580,295,100,100,270,325,335,320,335,270,295,200,190,270,295,-79.9168671103979,43.2132701992268
0.0771,"DA",174,"0","35251002","35251002","3525005",537,"5370002.07",176,"3525","35537","35251002",0.0771,270,265,535,245,100,100,210,260,315,260,315,210,245,140,175,210,250,-79.9116880155567,43.2110360769708
0.099,"DA",140,"0","35251003","35251003","3525005",366,"5370122.02",142,"3525","35537","35251003",0.099,185,180,365,155,100,100,125,135,170,135,170,125,155,80,85,125,155,-80.0151336106289,43.2139218888007
0.086,"DA",192,"0","35251004","35251004","3525005",477,"5370122.02",194,"3525","35537","35251004",0.086,250,230,475,250,100,100,240,275,305,280,305,240,250,145,170,240,245,-80.0101903832102,43.2150904918077
0.24,"DA",272,"0","35251005","35251005","3525005",1013,"5370122.02",274,"3525","35537","35251005",0.24,490,520,1015,320,100,100,375,450,420,455,415,375,320,245,220,380,320,-80.0061226846142,43.2111100424831
0.8198,"DA",321,"0","35251006","35251006","3525005",880,"5370122.02",326,"3525","35537","35251006",0.8198,440,435,880,400,100,100,325,430,460,425,465,325,400,205,225,320,395,-80.0110114939962,43.2081376864055
0.6554,"DA",517,"0","35251007","35251007","3525005",1248,"5370122.01",540,"3525","35537","35251007",0.6554,650,600,1250,525,100,100,490,565,615,565,615,490,525,335,400,490,525,-80.0069876947446,43.2011064004221
0.197,"DA",149,"0","35251008","35251008","3525005",426,"5370122.01",150,"3525","35537","35251008",0.197,225,200,425,190,100,100,155,185,220,190,225,155,190,105,135,155,190,-79.9911352434633,43.2057009319654
0.4913,"DA",328,"0","35251009","35251009","3525005",954,"5370122.01",335,"3525","35537","35251009",0.4913,480,475,955,375,100,100,380,470,495,465,490,385,375,265,265,385,380,-79.9951824343519,43.2025748391979
0.315,"DA",211,"0","35251010","35251010","3525005",680,"5370122.01",213,"3525","35537","35251010",0.315,325,355,680,310,100,100,285,365,360,365,360,285,310,180,210,290,305,-79.990077829397,43.2019146870796
1.8827,"DA",721,"0","35251011","35251011","3525005",2281,"5370080.05",754,"3525","35537","35251011",1.8827,1140,1145,2280,840,100,100,895,1180,1120,1185,1120,895,840,685,660,895,840,-79.8060970994691,43.1842873364472
0.1106,"DA",169,"0","35251012","35251012","3525005",563,"5370080.05",169,"3525","35537","35251012",0.1106,295,265,565,265,100,100,240,280,325,280,320,240,265,155,170,245,265,-79.7899525586691,43.1840543357611
0.227,"DA",279,"0","35251013","35251013","3525005",977,"5370080.05",282,"3525","35537","35251013",0.227,490,480,975,360,100,100,345,445,415,445,410,350,360,245,255,345,360,-79.7916027303294,43.1810247014484
0.2151,"DA",122,"0","35251014","35251014","3525005",405,"5370080.05",122,"3525","35537","35251014",0.2151,215,190,405,185,100,100,145,180,225,175,225,140,185,90,110,140,185,-79.7900577073428,43.177663050743
0.1314,"DA",223,"0","35251015","35251015","3525005",696,"5370080.05",224,"3525","35537","35251015",0.1314,335,360,695,315,100,100,350,440,365,435,365,355,320,220,205,350,315,-79.7865881886976,43.1806998906308
0.1239,"DA",151,"0","35251016","35251016","3525005",514,"5370001.09",152,"3525","35537","35251016",0.1239,255,260,510,185,100,100,175,210,240,205,235,175,185,125,135,175,180,-79.8860251660496,43.1990683761475
0.0779,"DA",148,"0","35251017","35251017","3525005",508,"5370001.09",148,"3525","35537","35251017",0.0779,260,250,510,250,100,100,250,290,305,285,305,250,245,165,175,250,250,-79.8870515727876,43.1966316385944
0.4992,"DA",262,"0","35251018","35251018","3525005",859,"5370001.09",266,"3525","35537","35251018",0.4992,450,415,855,390,100,100,360,455,515,455,515,360,390,225,275,360,390,-79.8792964550033,43.196347502459
0.1313,"DA",131,"0","35251019","35251019","3525005",389,"5370086.02",131,"3525","35537","35251019",0.1313,185,200,385,150,100,100,150,190,195,190,195,150,150,90,100,150,150,-79.6408628758407,43.2225342760655
1.8468,"DA",349,"0","35251020","35251020","3525005",1053,"5370086.02",357,"3525","35537","35251020",1.8468,525,525,1055,450,100,100,435,555,560,555,560,430,450,295,295,435,450,-79.6379455400591,43.2131456284286
0.4037,"DA",350,"0","35251021","35251021","3525005",1053,"5370086.02",354,"3525","35537","35251021",0.4037,545,510,1055,400,100,100,435,525,500,525,505,435,400,305,305,435,405,-79.6448120451125,43.2125136418204
0.2339,"DA",302,"0","35251023","35251023","3525005",1041,"5370086.02",306,"3525","35537","35251023",0.2339,515,520,1045,380,100,100,395,510,510,510,510,395,380,270,280,395,380,-79.6329385752857,43.2225196719062
0.6654,"DA",374,"0","35251024","35251024","3525005",1147,"5370086.02",380,"3525","35537","35251024",0.6654,590,555,1145,460,100,100,445,555,555,555,555,445,460,345,335,445,465,-79.6282072322676,43.2223966282767
0.2455,"DA",293,"0","35251025","35251025","3525005",801,"5370026.05",351,"3525","35537","35251025",0.2455,455,345,800,310,100,100,185,280,410,280,410,185,310,100,230,185,310,-79.7940664851887,43.2231504423548
1.2646,"DA",242,"0","35251026","35251026","3525005",643,"5370026.05",242,"3525","35537","35251026",1.2646,340,305,645,310,100,100,290,340,350,340,355,290,310,205,190,290,310,-79.8055944280797,43.2114848941768
4.6187,"DA",1520,"0","35251027","35251027","3525005",4599,"5370100.04",1538,"3525","35537","35251027",4.6187,2360,2240,4595,1720,100,100,1565,2285,2270,2285,2275,1565,1720,1160,1270,1565,1720,-79.823999861038,43.132812181355
6.0914,"DA",1559,"0","35251028","35251028","3525005",5115,"5370100.05",1573,"3525","35537","35251028",6.0914,2585,2525,5115,1880,100,100,1840,2630,2665,2630,2665,1840,1880,1400,1465,1840,1885,-79.8270580031613,43.1171512168905
11.1532,"DA",2204,"0","35251029","35251029","3525005",7631,"5370100.03",2232,"3525","35537","35251029",11.1532,3900,3730,7630,2920,100,100,2680,3635,3990,3630,3990,2680,2920,1910,2140,2680,2920,-79.79254134271,43.1670038207912
8.4723,"DA",138,"0","35251030","35251030","3525005",398,"5370100.06",141,"3525","35537","35251030",8.4723,200,195,400,130,100,100,130,165,165,165,165,130,135,85,80,135,130,-79.7369996554917,43.1544947953275
0.0722,"DA",81,"0","35251031","35251031","3525005",283,"5370120.03",82,"3525","35537","35251031",0.0722,150,140,285,125,100,100,145,155,150,155,150,140,125,95,95,145,130,-79.9486252753536,43.2224955567839
0.1009,"DA",90,"0","35251032","35251032","3525005",318,"5370120.04",96,"3525","35537","35251032",0.1009,165,155,320,115,100,100,120,140,145,140,150,120,115,80,85,120,120,-79.9457740447844,43.2232835985251
0.7346,"DA",300,"0","35251033","35251033","3525005",809,"5370120.03",317,"3525","35537","35251033",0.7346,420,390,805,290,100,100,295,325,365,325,365,300,295,160,155,295,295,-79.9498186266457,43.2122456542516
0.1705,"DA",282,"0","35251035","35251035","3525005",760,"5370120.04",288,"3525","35537","35251035",0.1705,395,365,760,375,100,100,360,415,420,415,420,360,375,180,245,360,375,-79.9440905604752,43.2252941726821
0.1796,"DA",189,"0","35251036","35251036","3525005",616,"5370120.04",192,"3525","35537","35251036",0.1796,305,310,615,240,100,100,245,300,300,300,300,245,240,175,185,245,240,-79.9434033735833,43.2207045500819
0.6085,"DA",263,"0","35251037","35251037","3525005",690,"5370120.04",268,"3525","35537","35251037",0.6085,355,335,690,335,100,100,320,370,390,370,395,320,340,170,210,325,335,-79.93490580381,43.2254335703695
0.7602,"DA",830,"0","35251038","35251038","3525005",2764,"5370120.04",877,"3525","35537","35251038",0.7602,1365,1395,2765,1060,100,100,1020,1455,1405,1455,1410,1020,1060,730,735,1020,1060,-79.9410694368926,43.2125941399164
1.4554,"DA",873,"0","35251039","35251039","3525005",2899,"5370120.04",942,"3525","35537","35251039",1.4554,1465,1435,2900,1110,100,100,1060,1375,1425,1375,1430,1055,1110,745,755,1060,1115,-79.9327297892914,43.2170799929687
2.1356,"DA",967,"0","35251040","35251040","3525005",2721,"5370080.03",986,"3525","35537","35251040",2.1356,1455,1270,2720,1075,100,100,835,1185,1370,1180,1365,835,1075,580,725,835,1075,-79.7849801068092,43.2012025492224
1.7268,"DA",645,"0","35251041","35251041","3525005",2379,"5370080.03",658,"3525","35537","35251041",1.7268,1180,1200,2380,840,100,100,885,1185,1135,1180,1130,885,835,650,655,885,835,-79.770954148201,43.2003436742728
0.3686,"DA",359,"0","35251042","35251042","3525005",902,"5370085.03",374,"3525","35537","35251042",0.3686,450,455,905,365,100,100,390,445,420,445,425,390,365,220,230,385,365,-79.6859311454195,43.2326311265654
0.3402,"DA",538,"0","35251043","35251043","3525005",1661,"5370085.03",544,"3525","35537","35251043",0.3402,845,815,1660,675,100,100,665,865,885,865,885,665,675,480,505,665,675,-79.6804159861223,43.2297866198573
0.0607,"DA",708,"0","35251044","35251044","3525005",1374,"5370072.03",726,"3525","35537","35251044",0.0607,710,665,1375,635,100,100,565,635,690,635,685,565,635,345,325,560,635,-79.7552385154218,43.2346990945957
0.1047,"DA",354,"0","35251045","35251045","3525005",1110,"5370072.03",367,"3525","35537","35251045",0.1047,550,565,1110,425,100,100,425,550,530,550,525,420,425,300,260,425,425,-79.7591238134743,43.2350076105035
0.3011,"DA",408,"0","35251046","35251046","3525005",1458,"5370001.05",409,"3525","35537","35251046",0.3011,765,690,1460,610,100,100,540,735,785,730,785,540,610,360,395,540,610,-79.8825317162283,43.2160914851729
0.3476,"DA",203,"0","35251047","35251047","3525005",845,"5370001.05",203,"3525","35537","35251047",0.3476,470,375,845,305,100,100,235,330,385,330,380,235,305,175,220,235,300,-79.881260827859,43.2121547679935
0.091,"DA",364,"0","35251048","35251048","3525005",636,"5370044.00",401,"3525","35537","35251048",0.091,325,305,635,285,100,100,250,275,315,270,310,250,285,170,190,250,285,-79.9379776783716,43.2557797890341
0.244,"DA",857,"0","35251049","35251049","3525005",1539,"5370044.00",901,"3525","35537","35251049",0.244,835,705,1540,730,100,100,610,715,825,710,820,610,730,420,440,610,725,-79.9426906273264,43.2523071330866
5.0193,"DA",1212,"0","35251051","35251051","3525005",3551,"5370140.05",1243,"3525","35537","35251051",5.0193,1795,1755,3550,1395,100,100,1255,1665,1795,1665,1790,1255,1400,965,1080,1255,1395,-79.923887642363,43.3344045609152
0.1979,"DA",247,"0","35251052","35251052","3525005",796,"5370140.06",247,"3525","35537","35251052",0.1979,405,385,795,310,100,100,330,455,390,455,390,330,305,210,215,330,310,-79.9147634021866,43.3278691821051
